response;sexe;age;profession
"Il n'y a pas beaucoup de trafic de chose légale à ce que je sache, à part les choses hors de prix. Et dire que ca augmentera le trafic d'autres drogues est à mon sens faux et puisqu'un consommateur de cannabis régulier ne recherche absolument pas l'effet de heroine ou de la cocaine et le consommateur récréatif qui est susceptible de se laisser tenter par des drogues dures les trouvera sans aucun problème, à moindre coup mais bourrer de cochonnerie, ca pullule absolument partout où le besoin est. Donc après le cannabis, il faudra peut être penser à changer définitivement notre logique et approche de la drogue. Le Portugal est un bon exemple. Les ""drogués"" pathologiques sont des gens malades et pas de la drogue, on ne punis pas un malade... mais la drogue les tueras certainement, c'est indéniable. C'est pas pour autant que leur interdiction résoudra le problème sinon il serait résolu depuis belle lurette.";Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
"Le processus actuel permet au commerce illégal d'avoir l'ampleur qu'il a aujourd'hui, des jeunes en age d'aller au college jouent véritablement un role d'entrepreneur.
De plus, la chasse au consommateur est incomprehensible, là où de la *prévention* et de l'accompagnement serait nécessaire, on préfère faire la morale et faire preuve d'hypocrisie. Il est grand temps de prendre exemple sur les pays socialement un peu plus avancé que nous  et il est grand temps de sécuriser nos consommateurs, pour qu'ils puissent consommer un cannabis non coupé avec des produits nocifs, que l'argent de ce commerce ne revienne pas a des trafics tels que trafic d'armes ou autres.
Bien trop souvent, ce sont les consommateurs qui auront des soucis, plutôt que les traficants (bien plus difficiles a attraper). La lutte contre les trafiquants n'est donc pas bien gérée, autant dans les grandes villes (toulouse, bordeaux, marseille, etc) que dans les campagnes (comme dans le fin fond de l'aveyron).";Une femme;18 à 29 ans;Cadres et professions intellectuelles supérieures
L'appât du gain sera toujours très fort et tant que le salaire moyen sera aussi aussi bas, beaucoup de jeune préférons prendre le risque d'entrer dans le trafic plutôt qu'aller travailler. Il y a aussi une certaine culture du Gangsta. Les jeunes manque d'exemple de réussite, d'autres ne veulent pas faire du partie de la société tel quel est aujourd'hui, beaucoup sont désespérer et ne vois pas d'avenir qui leur serait bénéfique en empruntant le chemin de la légalité. Certains grandissent aussi depuis le plus jeune âge avec comme example des personnes qui gagne plusieurs milliers d'euros chaque jours et qui sont toujours en place donc si pour 100 dealers 10 se font arrêter même avec une grosse peine, ça donne l'impression que ça vaut le coup d'essayer et vu que les peines sont souvent petite ça encourage encore plus. Il y a encore beaucoup à dire mais sa mériterai de réels débats de plusieurs jours.;Un homme;18 à 29 ans;Employés
"Je ne pense pas que les fruits de cette lutte vaille le coup investi , lorsque l'on observe la part des effectifs de police employés uniquement a des finsde lutte contre le cannabis et la hauteur des prises et la diminution du traffic (presque inexistante malgres les arrestation).
A mon avis, quelque soit l'ampleur des mesures, elles seront surment vaines étant donné que la demande existe. Si cette demande perdure, on peut s'attendre à ce qu'une offre se crée en parallèle  comme pour n'importe quel autre marché. Les exemples sont nombreux qui montre d'une forte répression n'empeche pas obligatoirement le crime d'être commis, on peut penser à la peine de mort ou aux pays respressif et où le crime n'y est pas moins élevé, également à la prohibition de l'alcool aux états unis le siecle derniermais également certains pays du margreb ou l'alcool y est interdit et severment punis, mais où les marchés parallèles sont fleurissant.";Un homme;30 à 39 ans;Employés
"Le trafic et la consommation de cannabis illégal nuisent aux fonctionnements social, économique et culturel que la France connaît. Je pense que nous français pourrions avancé nettement mieux sur ces sujets. Avec une dépénalisation à usage médical serait ici la clé de tous nos problèmes. Prévenir, informer et alerter les plus jeunes sur cette consommation qui ne doit être en aucun cas rendu encourageante. Le domaine médical doit faire ses preuves et prouver aux français que nous sommes tous pour une légalisation du cannabis à usage médical. Tous le monde pourra sen procurer,  en toute sécurité et en toute justice. Chaque individu a le droit de jouir de ses droits. 
Je vous remercie davance et je crois en vos sincères dispositions à trouver une solution juste et crédibles  pour tous les français de lhexagone. Car je ne crois pas que tous les français jouissent de ce système sous terrain. (Trafic....) .
Mes sincères salutations distinguées.
Cordialement";Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
Je pense que le dispositif actuel ne permet pas efficacement de lutter contre le trafic, bien au contraire le fait que le cannabis soit illégal engendre une forte demande et donc un trafic qui sétend. Selon moi la dépénalisation ou la légalisation du cannabis permettrait de réorienter les forces de lordre dans des domaines plus importants selon moi. La prohibition aux USA lors de la période de lentre deux guerres en est un parfait exemple, cette décision a engendré une augmentation du trafic dalcool et par ailleurs de la criminalité, ayant des conséquences néfastes sur létat mentale de la population. La légalisation du cannabis permettrait un contrôle quasi total de lEtat sur ce commerce et par conséquent une emprise sur le fonctionnement de sa distribution et de sa mise en place et par conséquent des collectes de fond (exemple du Canada générant 40milliards de dollars en un an lors de la de la légalisation du cannabis);Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
"Premièrement, l'Etat français n'a pas les moyens financiers pour endiguer le trafic de cannabis. Deuxièmement, il n'a pas non plus la volonté politique de lutter contre, du fait du grand nombre d'emplois que les revenus de ce trafic  génèrent ou maintiennent (grandes surfaces, habillement, magasins de sport, marchés de bouche, téléphonie mobile, électroménager, etc.). En effet l'immense majorité des trafiquants dépense l'intégralité de leurs revenus tirés du trafic dans l'économie locale. On peut également considérer que la plupart des trafiquants sont des ""commerçants"" (achats de marchandises + stockage + vente) et sont criminels du seul fait de la législation.  Il y a donc une schizophrénie étatique à prétendre lutter d'un point de vue policier et judiciaire d'un côté et à laisser faire, pour limiter la ""casse sociale"", de l'autre. De plus, on ne peut pas prendre en compte les bénéfices du trafic de cannabis dans le PIB et prétendre lutter contre ! C'est absurde et fallacieux.";Je ne souhaite pas répondre;75 ans et plus;Cadres et professions intellectuelles supérieures
Si l'on prend l'Histoire comme source de connaissance sur le futur alors le constat est sans appel: L'interdiction d'une substance fait émerger les trafics. Si l'on prend la période de la prohibition américaine comme base de réflexion il est amusant de constater que la consommation d'alcool ou en tout cas sa production n'a pas fléchie malgré l'interdiction au contraire. De plus il est plus facile d'encadrer la production et la vente de quelque chose d'autorisé car les points de vente sont limités et la production peut être elle aussi limité en quantité. Enfin dans un monde multimodal tel que le notre où l'on peut extrêmement facilement se faire livrer n'importe quoi chez soit il est illusoire de se dire que l'on pourra contrôler chaque colis et de fait les colis non contrôlés sont autant de portes ouvertes au trafic. L'internet à rendu obsolète la lutte physique contre le trafic, il faut en tarir la raison d'être.;Un homme;30 à 39 ans;Employés
"l'illégalité de la consommation de cannabis créé un champ de trafic qui prospère dans de nombreux quartiers et devient un modèle de réussite pour les plus jeunes. j'ai travaillé plusieurs années au coeur d'un quartier prioritaire de banlieue parisienne où des élèves de primaires étaient employés comme guetteurs, des jeunes adolescents comme vendeurs et des familles ou personnes âgées pauvres utilisées comme ""nourrices"" (lieu de planque de la marchandise). j'ai assisté pendant des années aux efforts de la police pour stopper ce trafic, ce qui est impossible car celui ci fait vivre l'ensemble du quartier et s'est imposé comme la seule alternative aux emplois sous payés ou au chômage, et bénéficie de fait d'une protection face à la police, qu'elle soit volontaire ou guidée par la peur des représailles. la perte de ce trafic par la légalisation du cannabis ferait perdre à ces trafiquant leur moyen de vivre et permettrait d'agir sur les plus jeunes.";Une femme;30 à 39 ans;Cadres et professions intellectuelles supérieures
Non l' amende s'adresse aux usagers. Les points de vente n'ont jamais disparu malgré la répression policière et de plus , il s'est développé la livraison à domicile. L'argent qui est généré par le trafic de cannabis est désormais si important que l'état aurait tout intérêt à légiférer en faveur de la légalisation afin de créer un secteur économique entier qui serait un atout majeur pour relancer l'économie après la crise traversée actuellement (l'état de l'Illinois à généré plus de 5 milliards de $ de recette après avoir légalisé l'usage récréatif en 2020, l'Illinois est moins peuplé que la France et les habitudes de consommation y sont moindres). Qui plus est, la culture et l'utilisation du chanvre sous toutes ses formes favorisa la transition écologique et énergétique que doit mener l'Europe. Le cannabis est consommé par l'homme depuis des milliers d'années, 50 ans de répression supplémentaire ne stopperont ni sa consommation, ni son trafic .;Un homme;40 à 49 ans;Employés
